id,text
rn-1790-00138," XII. It is to be understood, that if any ship is by Accident disabled from going to sea, and her whole Company is removed into another ship, the same is not to be taken to be a Turning-over within the Meaning of the Act.
"
rn-1790-00139," XIII. For a further Encouragement to seamen who shall Voluntier to serve His Majesty voluntarily, if any such seamen can at any Time get better Preferment in any other of His Majesty's ships, than he has in the ship he belongs to, the Captain he serves with is hereby required to discharge him to the Captain desiring him, upon the said Captain's giving him a good Man in his Room.
"
rn-1790-00140," XIV. The Captain is frequently to make known to ship's Company, that no Letters of Attorney, made them to empower persons to receive their Wages, valid, unless they be made revocable, and signed before and attested by, the Captain or Commander, and one Mayor of other of the signing Officers of the ship to which they belong; or by the Clerk of the Cheque of some of the Dock Yards, or by the Mayor or Chief Magistrate of some Corporation.
"
rn-1790-00141," XV. He is to discourage the seamen of his ship from selling any Part of their Wages, by all Ways and Means discourage the possible, and never to attest to the Letter of Attorney selling their of any seaman, until he is fully satisfied that the same Wages. is not granted in Consideration of Money given for the Purchase of his Wages.
"
rn-1790-00142," XVI. When an Inferior Officer or seaman dies, the Captain is forthwith to make out a Ticket for the Time of his service, and send the same, by the first safe Conveyance to the Navy- Board, in order to the Wages being forthwith paid to the Executors or Administrators of the Deceased. 
"
rn-1790-00143," XVII. When any of His Majesty's ships are in Foreign Parts, and His Majesty's Governors, Ministers or Consuls, or any Two or more British Merchants, shall apply to the Captain to receive any seafaring Men or Boys, subjects of Great Britain or Ireland, who shall, by shipwreck, Capture, or other unavoidable Accident, be driven into those Parts, he is to receive them on Board, and to bear such as come within his Complement for Wages and Victuals, and the Rest for Victuals only. He is strictly charged, upon his meeting with any of His Majesty's ships, to inform himself from the Captain, if she is short of her Complement, and to put as many of his supernumeraries on Board her, as shall make her Complement, and to continue to do the same, until they are all disposed of; but if he shall not meet with any of His Majesty's ships, he is then to discharge and set ashore the said supernumeraries at any Port in Great-Britain, that he shall be bound to. 
"
rn-1790-00144," Rules for the Cure of sick or Hurt seamen on Board their own ships. 
"
rn-1790-00145," I. Convenient Room shall be made between Decks, in all His Majesty's ships, for the Reception of sick or Hurt seamen, whither they are to be removed with their Hammacoes and Bedding, when the surgeon shall advise the same to be necessary.
"
rn-1790-00146," II. The Captain is to appoint some of the ship's company to attend and serve the sick Men Night and Day by Turns, and to keep the Place clean.
"
rn-1790-00147," III. The Cooper may, by the Captain's Directions, make out of any old staves and Hoops, Buckets with Covers, for the necessary occasions of the sick Men ; and if any of them have fractured Bones or such Ailments, as require their lying in Cradles, the Carpenter may make such a Number as shall be necessary.
"
rn-1790-00148," IV. All ships of War, furnished with Fishing- Tackle, being in such Places where Fish is to be had, the Captain is to employ some of the Company in Fishing; and  the Fish, which shall be caught, shall be distributed daily to such persons as are sick or upon Recovery; and if there be any surplus, the same shall be distributed by Turns amongst the Messes of the Officers and seamen, without Favour or Partiality, and gratis, without any Deduction of their Allowance of Provision on that Account. 
"
rn-1790-00149," Rules to be observed in sending sick or Hurt seamen out of His Majesty's ships for Cure. 
"
rn-1790-00150," I. None are to be sent into the Hospitals, either attending the Fleet, or ashore, but whose distempers or Hurts are such, as may make it inconvenient to have them kept on Board their own ships.
"
rn-1790-00151," II. When any Men are ordered into the Hospitals ashore, their Cloaths and Bedding are to be sent along with them, together with a Ticket directed to the Agent, expressing their Names, Entry and Numbers on the ship's Books, with the Quality of their Disease or Hurt; which Ticket is to be signed by the Captain surgeon, and other signing Officers of the ship.
"
rn-1790-00152," III. If any of the said Men shall be in Want of proper necessaries at their going away from the ship, the Captain may order the Purser to supply them out of the slop Cloaths.
"
rn-1790-00153," IV. The Captain is to take Care to send the sick Men ashore under the Charge of a discreet Officer, accompanied by the surgeon or one of his Mates, and that they be carefully secured from the Weather, and to land them at the nearest Place to the Hospital ; and those Officers are to see them safely conveyed thither, with proper Carriages or otherwise, at the Expence of the Hospital.
"
rn-1790-00154," V. The Captain is to send a commission Officer to the Hospital twice a Week (on the muster Days) with a Boat, to receive such of his own Men from the Agent musters, and as may be recovered. And he shall likewise receive such other recovered Men (whose ships are not in the Way) as the Agent shall desire, unless any appear to be unfit for service; in which Case he is to give a Certificate thereof to the Agent for his Justification. 
"
rn-1790-00155," VI. He is likewise to receive such recovered Men, as an Agent of the sick and Wounded shall send to him, though the ship be at a distant Place from the Hospital, unless they be unserviceable ; and in that Case, shall give the said Men Certificates of his Refusal, and the Reason. 
"
rn-1790-00156," VII. If the Captain who receives recovered Men belonging to another ship, shall meet with that ship, he shall return them to their own ship, bearing them to keep them, only for Victuals; but if their proper ship shall at that Time have her full Complement of Men, he is then to enter them as Part of his own ship's Company, if he be in Want of Men, or otherwise to dispose of them to such of His Majesty's ships as may not have compleated their Complements, where they are to be borne for Wages, from the Time they were received from sick Quarters. 
"
rn-1790-00157," VIII. If the Agent shall certify to the Captain, that he has supplied any sick Men with Cloaths, whilst they were in Quarters, of which they were absolutely in Want he is to charge the same against their Names on the ship's Books, in order to its being defalked out of their Wages; but the Agent is not to do it whilst the ship is in Port, but to apply to the Captain to be supplied out of the slop Cloaths on Board.
"
rn-1790-00158," IX. If any Man, who is put ashore for Cure, does not return on Board his ship as soon as he is discharged from sick Quarters, or is left in sick Quarters when the ship departs, a Query is to be put against his Name, which shall be a stop to the Payment of his Wages, until he proves that he was not able to get on Board his own ship, but entered immediately into some other of His Majesty's ships, or was discharged from sick Quarters as unfit for service.
"
rn-1790-00159," X. The Captain is to correspond with the commissioners of the sick and Wounded, to know whether any of his Men in Quarters are Dead, Run, discharged, or other-wise disposed of, in order to his noting the same upon his Books.
"
rn-1790-00160," XI. Admirals and Commanders in Chief, as also the commissioner of the Navy, at the Ports where Hospitals are established, are to visit them frequently, and to see how the Men under Cure are treated, as well with respect to the Attendance of the Physician and the surgeon, as also to their Food, Lodging, and other circumstances. And the better to come at the Knowledge of any Abuses they are to examine the Men, and hear their Complaints, and to redress themselves little Irregularities upon the spot ; but if they discover any wilful Mismanagement, they are to represent it to the Admiralty.
"
rn-1790-00161," XI. In case there shall be a Necessity of putting sick or wounded Men ashore for Cure in Foreign Parts, where there are none of His Majesty's Hospitals, nor any correspondents of the sick and Wounded Office to take Charge of them, the Captain is to provide them with proper Food, Lodging, and other necessaries, (the surgeon of the ship and his Assistants attending on them in what relates to their Duty) and may draw Bills on the commissioners of the sick and Wounded for what Expence he shall be at, passing his Accounts thereof at the End of the Voyage. But as nothing will be allowed him thereon beyond the usual Establishment, he is, before he sails on a Foreign Voyage, to inform himself thereof from the sick and Wounded Office, and receive from thence what Rules and Instructions may be proper for his Knowledge and Guidance. 
"
rn-1790-00162," Of the Provisions. Article I. ΤΗERE shall be allowed to every Man serving a daily Proportion of Provisions, according as is expressed in the following Table, viz. Biscuit, Beer, Beef, Pork, Pease, Oatmeal, i Pounds, Gallons, Pounds, Pounds, Pint, Pint, Butter, Cheese , Averdupois Winchester Ounces. Measure. Averdupois. Measure. Measure. Ounces, I I half. I 2 4 sunday I Monday I Tuesday I 2 Wednesday I Thursday Friday I saturday · I I 2
"
rn-1790-00163," II. It is left to the Discretion of the Commanders of squadrons to shorten the aforesaid Allowance of Provisions according to the Exigence of the service, taking Care that the Men be punctually paid for the same. The like Power is given to Captains of single ships, in Cases of absolute Necessity; but the Purser is strictly charged not to supply any Officer at whole Allowance, whilst the rest of the Company are at short ; but all are to be equal in Point of Victualling.
"
rn-1790-00164," III. In case it shall be thought for the service to alter in any of the aforegoing Particulars of Provisions in ships employed in Foreign Voyages, it is to be observed, that a Pint of Wine, or Half a Pint of Brandy, Rum, or Arrack, hold Proportion to a Gallon of Beer'; Four Pounds of Flour, or Three Pounds of the same, with a Pound of Raisins ; Half a Pound of Currants, or Half a Pound of Beef suet pickled, are equal to a Four Pound Piece of Beef, or Two Pound Piece of Pork with Pease ; Half a Pound of Rice is equal to a Pint of Oatmeal ; a Pint of Olive Oil is equal to a Pound of Butter, or to Two Pound of suffolk Cheese ; and Two Thirds of a Pound of Cheshire Cheese is equal to One Pound of suffolk. 
"
rn-1790-00165," IV. The Beef provided for His Majesty's ships is to be cut into Four Pound Pieces, and the Pork into Two Pound Pieces ; and no unusal Pieces are to be put up, such as Leg Bones, shins of Oxen, Cheeks of Hogs, Ox Hearts, &c. and every Cask of Provisions is to have the Contents thereof marked on the Head.
"
rn-1790-00166," V. And to judge whether the Flesh served to His Majesty's ships, holds out in just Weight, the following Rule is to be observed, viz. Every Twenty-eight Pieces of Beef cut for Four Pound Pieces, taken out of the Cask as they rise, and the salt shaken off, are to weigh One Hundred Pounds Averdupois; and every Fifty-six Pieces of Pork, cut for Two Pound Pieces, and taken out and shaken in the like Manner, are to weigh One Hundred and Four Pounds; and therefore if, according to this standard, upon the weighing a whole Cask of Beef or Pork, in the Presence of two or more of the Warrant Officers of the ship, there shall be found a Deficiency of Weight, the Captain may order the Purser to issue to the seamen so much more Beef or Pork as shall make up the Deficiency; and upon producing the Oath of one of the said Officers, together with the Commander's Certificate, that he did, by his Order, issue to the ship's Company the like Number of Pieces of Beef or Pork, in lieu of the shortness of Weight, he shall have Credit for the same upon his Accounts.
"
rn-1790-00167," VI. If it shall happen that any of His Majesty's ships shall be in Want of Pork, the Captain is to order Three Pounds of Beef to be issued to the Men in lieu of a Two Pound Piece of Pork.
"
rn-1790-00168," VII. For the better Preservation of the Health of the seamen, it is ordered, that one Day in every Week there shall be issued out to them a Proportion of Flour and suet in lieu of Beef; but this is not to extend beyond Four Months Victualling at one Time, nor shall the Purser receive any Allowance for Flour or suet kept longer on Board than that Time. And there shall be supplied once a Year, from the Victualling Office, a Proportion of Canvas for Pudding Bags, after the Rate of One Ell to every sixteen Men.
"
rn-1790-00169," VIII. In the Victualling His Majesty's ships for Foreign Voyages, there shall be only supplied Three Months Butter and Cheese, the Remainder of those species to be made up in Olive Oil; but for the Mediterranean, the Pursers are to be supplied with Credit or Foreign Money, (if Credit cannot be had) for procuring Oil Abroad. 
"
rn-1790-00170," IX. There shall be allowed to every ship, in Home Voyages, One Tun of Cask for Water-Cask, Iron bound, with one Bundle of Wood Hoops, and one of Flags, (if required) for every Hundred Men per Month, and so proportionably; but in Foreign Voyages there shall be allowed such farther Quantity of Water Cask as the ship can conveniently stow, or shall be thought necessary. 
"
rn-1790-00171," X. In ships employed in Home service, half the Quantity of Beer taken on Board shall be contained in the Iron-bound Cask; but in Foreign Voyages, Three Fourths of the Beer Cask shall be Iron-bound : And no Cask shall be used for Beer, but what have been gauged by a sworn Guager, who is to mark on the Head the Contents in Gallons, Winchester Measure.
"
rn-1790-00172," XI. All Cask, supplied to ships bound on Foreign Voyages, whether for Beer or for Water, shall be new, to prevent any occasion of buying Cask Abroad.
"
rn-1790-00173," XII. Though all Warrants for Victualling do properly issue from the Lord High Admiral, or Lord's Commissioners of the Admiralty; yet, if any of His Majesty's ships shall happen to come into Port in Want of Provisions, the Warrant of a Commander in Chief shall be sufficient to the Agent, or other Instrument of the Victualling, to supply the Quanity wanted ; or in urgent Cases, where delay may be hurtful, the Warrant of the Captain of the ship shall be of equal Effect.
"
rn-1790-00174," XIII. When any Vessels come on Board with Provisions, Victualling or other stores, they are not to be suffered to loiter by the ship's side, but forthwith to be unladen and sent away; nor shall the Captain of one ship stop a Vessel that is consigned to another ship, or take out any Part of her Lading. 
"
rn-1790-00175," XIV. All supplies of Provisions are to be put on Board the ships without any Charge to the Purser for Ligherage, Porterage, or otherwise, and with all the Dispatch possible; and the Masters of the Vessels, or Lighters, by whom the Provisions are sent, shall see the same put into the slings or Tackles of the ship they are consigned to, by careful Men belonging to the ship ; and shall likewise deliver to the Captain a perfect Bill of Lading, under the Hand of the Victualling Officer, that he may see if the Whole is brought on Board. 
"
rn-1790-00176," XV. If any Provisions slip out of the slings, or are otherwise damaged or lost by Malice or Carelessness of the ship's Company, the Captain is to charge the Value against the Wages of the Offender, and give a Certificate to the Purser, expressing how the same happened, with the Name of the Offender, and the sum charged against him, that the Purser may be allowed it on his Accounts. 
"
rn-1790-00177," XVI. No Provisions sent off for the supply of His Majesty's ships, shall be refused on Pretence of their being old and unfit for keeping, unless there shall be reasonable Ground to object against any such Provisions; and, in that Case, the Captain or Commanding Officer shall first cause the same to be surveyed by the proper Officers, who are faithfully to report to him, under their Hands, the Condition thereof; and, if the said Provisions shall then appear to be unfit for the Use of the ship, he is to return them to the Officer of the Victualling who sent them off, together with the original survey for his justification.
"
rn-1790-00178," XVII. The Captain is frequently to order the proper Officers to inspect into the Condition of the Provisions especially in Foreign Voyages, and if the Bread proves damp, to have it aired upon the Quarter Deck or Poop ; and also to examine the Flesh Cask ; and if any Pickle be leaked out, to have new made and put in, and the Cask made tight and secured.
"
rn-1790-00179," XVIII. If the Purser of a ship shall have supplied the Purser of another ship at sea with Provisions, by Order in Writing from his Captain, the Receipt of the Purser who received the Provisions, together with the Captain's Order, shall be sufficient Warrant to the Agent or other Instrument of the Victualling, at the next Port the ship shall put into, to supply him with the like Quantity, upon producing the said Order and Receipt. 
"
rn-1790-00180," XIX. When any of His Majesty's ships shall come into Port, either at Home or Abroad, where there is an Officer of the Victualling, they shall be supplied Two Days in the Week with fresh Beef or Mutton, one Day in lieu of salt Beef, and the other in lieu of salt Pork, when it can be conveniently done, for which the Captains are to send their Boats. And it is to be observed, that Three Pounds of Mutton are to be accounted equal to a Four Pound Piece of Beef, or to a Two Pound Piece of Pork with Pease.
"
rn-1790-00181," XX. When any Prizes shall be taken from an Enemy in Foreign Parts, and it shall be judged necessary by the Commander in Chief to supply the Wants of His Majesty's ships out of their Provisions, the same shall be first regularly surveyed, and such Quantities thereof, as shall be found good in their Kind, may be issued to the Pursers, and they be charged therewith. But no Part thereof shall be served out to the Men, whilst any of His Majesty's Provisions of the same species are remaining, nor shall any Allowance be made for the Damage that may accrue to them in keeping. And, as to their Value, the same Price shall be paid as is allowed to Pursers who have Credit upon the Balance of their Accounts.  
"
rn-1790-00182," Of the Payment of short-Allowance Money. 
"
rn-1790-00183," I. WHEN Money is ordered for the Payment of Short-Allowance or the ship comes into Port to be laid up, the Captain, with the Assistance of the Purser, is to cause Three Lists, with an Alphabet thereto, to be prepared, according to the Form containing the Names of the Officers and seamen belonging to the ship, within the Time of short- Allowance ; and, after comparing the same with the muster and sick Books, and being satisfied that they agree together, he is to send them, signed by himself, the Purser, Master, and Boatswain, to the commissioners of the Victualling, or to their Officer appointed to pay the same.
"
rn-1790-00184," II. But, if the ship is in Foreign Parts, where there is no Agent Victualler, the Captain shall cause the said Lists to be made out every Three Months, and duly examined and signed ; and, after casting the sums due to those only who are then belonging to the ship, into Money, he is to present the said Lists to the Commander in Chief, or senior Captain, who shall give his Warrant to the Purser to take up so much Money as Commander in Chief to and comptroll the Payment. as the Total shall amount to, upon the best Exchange, and draw Bills upon the commissioners of the Victualling for the same.
"
rn-1790-00185," III. The Commander in Chief, or senior Captain, is attest Bills, to attest the Bill so drawn, and certify the Currency of the Exchange, and comptroll the Payment of the said Money to the ship's Company, and certify the Payment thereof at the Foot of the Lists, and how much Money remains unpaid. 
"
rn-1790-00186," IV. Before any succeeding Payments, the Commander in Chief, or senior Captain, is to certify himself what surplus remained in the Purser's Hands after the preceding Payment, and abate so much in his Warrant to him to take up Money for the next Payment. 
"
rn-1790-00187," V. If the ship is alone, the Captain is to do what is directed in the foregoing Articles to the Commander in Chief, or senior Captain. 
"
rn-1790-00188," VI. The Purser is, by the first Opportunity after a Payment, to transmit Home to the commissioners of the Victualling, one of the Lists, and another by the next safe Conveyance.
"
rn-1790-00189," VII. All Money paid to seamen, in Foreign Coin, for short Allowance, shall be paid them according to sterling Value, and they shall have the Benefit of Exchange.
"
rn-1790-00190," VIII. It is strictly forbid to all Officers, or others, to concern themselves directly or indirectly in buying the seamen's short-Allowance Money ; and the Officer, who has the Payment of the same, is charged to pay the Parties themselves, without any Regard to Notes, or any other Obligation whatsoever.  
"
rn-1790-00191," Of slop-Cloaths. 
"
rn-1790-00192," Article I. THE Captain or Commander, upon the ship's slops being fitted out for the sea, whether on а Voyage, or Channel service, at any Time on the ship's being in Want of slops, is most strictly enjoined to make timely Application before the ship proceeds to sea, to the slopseller, or to the Agent at the Port where she is, for such a Quantity of each species of slops, as he concludes may be needful for the Use rof the ship's Complement, thereby to prevent, as much as possible the purchasing slops Abroad, or the seamen suffering for want of them: And when any slop Cloaths, or Bedding, are sent on Board such ship, one Parcel shall be of such as have been viewed, and marked with the Navy-Office seal ; by which Pattern the Captain, with the Assistance of the Master, Boatswain, and Purser, is to compare the rest, so soon as they come on Board, and to return back whatever Goods do not agree in Kind or Goodness with the sample. But if the ship sails before the Examination can be taken, he is not to issue any inferior Goods to the Men, but to return them to the Contractor, or his Agent, when he comes into Port, unless there shall be an extraordinary Want of them; in which Case the said Officers, are to rate them according to their best skill and Judgment, as well in Right to the slopseller as to the Men, and to make Abatements in the Price, proportionable to what they are inferior to the Patterns. 
"
rn-1790-00193," II. If any seamen shall be brought on Board to serve His Majesty in Time of Press, and he shall be destitute of Necessaries, the Captain may order him immediately to be supplied with Cloaths or Bedding not exceeding one Month's Pay in Value. 
"
rn-1790-00194," III. None are to receive a second supply, until they shall have served full Two Months, and then not to above the Value of Ten shillings, whether it be in slops or Bedding, and so in Proportion every Two Months Ten shillings more, if they shall want Necessaries, to the End of the Voyage.
"
rn-1790-00195," IV. All slop Cloaths, Dead Mens Cloaths, and Bedding, are to be issued out to the Men publickly upon Deck, issued out in the Presence of the Officers and Company. And as on the one Hand, the Captain is not to suffer any one to be supplied with them, who is not really in Want, so he is to oblige those who are ragged, or in Want of Apparel or Bedding, to receive such necessaries as they want, not exceeding the aforegoing Regulation.
"
rn-1790-00196," V. The Captain is to take care to note upon his muster and Pay Books the Value of the Cloaths or Bedding every Man shall have been supplied with; and likewise to keep a separate slop Book, according to the Form in Page ( 170, 171 , 172, ) and before the Payment of the ship, or on his Removal, he is to send the said Book to the Comptroller of the Navy, signed under his own Hand, and also by the Master, Boatswain and Purser, or any Two of them. 
"
rn-1790-00197," VI. Upon the Discharge of any Man by Ticket, the Captain is to take care, that there be noted on the Ticket, in Words, the Value of the Cloaths he has been supplied with. 
"
rn-1790-00198," VII. In Case the Necessities of the Men shall require the Buying of Cloaths in Foreign Parts, the Captain is to see that they be as near the Kinds used in the Navy as possible, and that moderate Rates be set upon them. He is to send by the first Opportunity, an Invoice of the said Goods, with the Prices, to the Navy- Board, and to charge them distinctly in his Books, as he does the other slops, under the Head of the Person supplying them.
"
rn-1790-00199," VIII. Contractors for slops are to allow to the Purser Twelve Pence in the Pound, for his Pains in keeping and issuing out their Cloaths, and managing their Accounts. But if any Difference arises between them, the Contractors are at Liberty to intrust their Goods to the Charge of the Master, or any other Officer of the ship.
"
rn-1790-00200," IX. The Purser, or other Officer intrusted, shall enter into Bond to the Contractors for the faithful Discharge of his Trust, and at the End of the Voyage, and before the Payment of the ship, to render them a just Account of the Goods committed to his Charge; and he is not to receive the Payment of his Wages, without Certificates from them, of their having no Claims upon him.
"
rn-1790-00201," X. Bedding being furnished by His Majesty, the Captain must demand no more Beds than he foresees will probably be issued, and take care that those, which are sent on Board, be answerable in Goodness and Dimensions to the Contract. If any remain unsold at the End of the Voyage, the Purser is to deliver them into the Charge of the store-keeper of the Yard where the ship is laid up.
"
rn-1790-00202," XI. When any one dies abroad, his Cloaths and other Effects in the ship may be sold by Auction, and the Produce thereof charged against the Names of the Buyers on the muster and Pay Books, and a distinct Account kept of the same in the slop- Books, expressing the person's Names that died; the Particulars of the Effects; the Rates they were sold at; and the Buyers Names, with their Numbers on the Books ; to the End that the Paymaster may deduct and detain the Money, for the use of the Executors or Administrators of the Deceased. The Purser is to be allowed Twelve Pence in the Pound for his Pains, who is to give the Executors or Administrators of the Deceased a Particular Account of the Cloaths sold, and to whom, &c. in order to its being examined and certified from the Pay-Books, for Payment. 
"
rn-1790-00203," XII. No seamen shall be permitted to bid for Dead Officers Cloaths that are above their Wear, or be suffered to bid for any Effects beyond their real Value, according to the Judgment of the Master and Purser, who shall be present ; nor to Purchase more than the Wages due to them can answer, agreeable to the Allowance of slop Cloaths. 
"
rn-1790-00204," XIII. Upon the Death or Removal of a Purser, a survey is to be taken, by the same Officers who survey the Provisions and stores, of the slops, Dead Mens Cloaths, and Bedding, that remained in his Hands, which are to be delivered over to the fucceeding Purser by Inventory, in which are to be distinguished such as are damaged and unserviceable, and a Copy entered in the slop - Book, signed by the Officers employed in the survey. 
"
rn-1790-00205," Of Pilotage 
"
rn-1790-00206," Article I. WHEN any of His Majesty's ships are bound out of the River of Thames, or from the Nore, the Captain is to apply timely to the Navy-Board for a Pilot, and not to employ any other person, but who shall be sent to him from the Trinity- House of Deptford-strand. But when the ship is to depart from the Downes to the River of Thames or Medway, the Captain is to employ a Pilot belonging to the society of Pilots at Dover.
"
rn-1790-00207," II. The Captain is never to take a Pilot on Board, but when the same is absolutely necessary, nor to bear him longer than is requisite for the safety of the ship ; and when the service is over, he is to discharge him, and give him a Certificate of the Time he was employed.
"
rn-1790-00208," III. But when the service the ship is employed on is of that Nature as to require the constant Attendance of a Pilot on Board, the Captain is then to bear him the allowed Complement, and to rate him Pilot upon the Books.
"
rn-1790-00209," IV. When the ship comes into Pilot Water, where Pilots are necessary, and have been usually allowed, and no Pilots can possibly be got, the Master or Mate of the ship may, with the consent of the Captain, undertake the Pilotage of the ship and shall be allowed, for his Encouragement, half the Allowance that is Commander to give Instructions to bis Convoy. TofendaList of his Convey made to a Pilot. 
"
rn-1790-00210," Of Convoys. 
"
rn-1790-00211," Article I. WHEN any Commander is appointed to convoy the Trade of His Majesty's subjects to any Place, he must apply to the secretary of the Admiralty for a sufficient Number of Printed Books of Instructions ; and, after sitting down therein the private signals to be made upon meeting after separation, and such other additional Rules as he shall think proper, he is (before he sails) to deliver them out gratis, dated and signed by himself, to the Masters of all the Merchant ships, or other Vessels, that are to go along with him.
"
rn-1790-00212," II. He is to inform himself exactly, and set down in a List, according to the Form in Page ( 173) the Names of all the Merchant ships, or other Vessels, that are to proceed under his Convoy; and to send a Copy of the said Lists to the secretary of the Admiralty, before he sails.
"
rn-1790-00213," III. He is strictly forbid to receive any Gratification, from any Masters of Convoy, on any Pretence whatsoever, or to suffer any one else in the ship to do the same.
"
rn-1790-00214," IV. All Commanders, who have Merchant ships under their Care, are strictly forbidden to chase out of sight of their Convoys, but they are to be watchful in defending them from any Attack or surprize ; and if any of them shall be distressed by Weather or other Accident, to afford them all necessary Assistance.
"
rn-1790-00215," V. If any Master of a ship shall behave himself so negligently as to delay the Convoy on his Account, or shall abandon the same, or be any Ways disobedient to  the Instructions established for the good Government thereof, the Commander is to note his Name, as also the ship, and the Owner, and transmit the same, with a Narration of the Fact, to the secretary of the Admiralty, by the first Opportunity.
"
rn-1790-00216," VI. The Captain Commanding a Convoy shall carry a Top Light in the Night, the better to prevent separation.
"
rn-1790-00217," VII. The Commander in Chief of a Convoy may direct his signals to be repeated by as many of the ships of War under his Command, as he shall think fit, when he has such a Number of Merchant ships under his Care, as may make the same convenient. 
"
rn-1790-00218," VIII. When different Convoys sail at the same Time out of Port, or join at sea, they are to keep Company so long as their Courses lie together, for the general Good. And on those occasions, the eldest Commander of a Convoy shall command in the first Post ; the next eldest Commander of a Convoy, in the second Post ; and so on ; to the Number of Convoys that may happen to sail together. Nor is any private Captain in Company, though elder than some of the Commanders of a Convoy, to break in upon this Disposition, or think themselves injured thereby, it not being intended to his Prejudice, but to preserve Order and good Government amongst the several Convoys, while they are together. 
"
rn-1790-00219," IX. He who Commands in the first Post, shall wear the Lights of that Post, and make signals in sailing. The Captains Commanding in the second and third Posts, shall wear the Lights of those Posts ; and all repeat the signals in Order, as is done by the Flag Officers.
"
rn-1790-00220," X. When different Convoys sail in Company, each Commander is to lead his Convoy, and they are all to keep together like Divisions of a Fleet. And when they come to separate, the Commander who leaves Company, is to put Abroad his Colours, and fire Four Guns all of a side, at the Distance of Time used in a Fog, as a signal of separation.
"
rn-1790-00221," XI. The Commanders of His Majesty's Convoys, are required to receive under their Care all such ships of His Majesty's Allies or Friends, whose Masters shall desire it , and be ready to sail with them, and give them equal Protection with those of His Majesty's subjects, from the ships of any Nation in War with His Majesty. 
"
rn-1790-00222," Of salutes. 
"
rn-1790-00223," Article I. WHEN a Flag- Officer salutes the Admiral and the Commander in Chief of the Fleet, he is to give him Fifteen Guns ; but when Captains salute him, they are to give him seventeen Guns. 
"
rn-1790-00224," II. The Admiral or Commander in Chief of the Fleet is to return Two Guns less to Flag Officers, and Four less to Captains.
"
rn-1790-00225," III. Flag Officers, saluting their superior or senior Officer, are to give him Thirteen Guns. 
"
rn-1790-00226," IV. Flag Officers are to return an equal Number of Guns to Flag Officers, bearing their Flags on the same Mast, and Two Guns less to the Rest, as also to Captains. 
"
rn-1790-00227," V. When a Captain salutes an Admiral of the White or Blue, he is to give him Fifteen Guns ; but to Vice and Rear Admirals, Thirteen Guns. 
"
rn-1790-00228," VI. When a Flag Officer is saluted by Two or more of His Majesty's ships, he is not to return the salute till all have finished, and then to do it with such a reasonable Number of Guns as he shall think proper.
"
rn-1790-00229," VII. In Case of the Meeting of Two squadrons, the Chiefs only are to exchange salutes. And if ships meet a squadron consisting of more than one Flag, only the Principal Flag is to be saluted.
"
rn-1790-00230," VIII. No salutes shall be repeated by the same ships, unless there has been a separation of six Months at the least.
"
rn-1790-00231," IX. None of His Majesty's ships of War, commanded only by Captains, shall give or receive salutes from one another, in whatsoever Part of the World they meet.
"
rn-1790-00232," X. A Flag Officer commanding in Chief shall be saluted upon his first hoisting of his Flags by all the ships present, with such a Number of Guns as is allowed by the First, Third, or Fifth Articles.
"
rn-1790-00233," XI. When any of His Majesty's ships shall meet with any ship or ships belonging to any Foreign Prince or Flag in the state, within His Majesty's seas, (which extend to Cape Finisterre) it is expected that the said Foreign ships do strike their Topsail, and take in their Flag, in Acknowledgement of His Majesty's sovereignty in those seas ; and if any shall refusee or offer to resist , it is enjoined to all Flag Officers and Commanders to use their utmost Endeavours to compel them thereto; and not suffer any Dishonour to be done to His Majesty. And if any of His Majesty's subjects shall so much forget their Duty, as to omit striking their Topsail in passing by His Majesty's ships, the Name of the ship and Master, and from whence, and whither bound, together with Affidavits of the Fact, are to be sent up to the secretary of the Admiralty, in order to their being proceeded against in the Admiralty Court. And it is to be observed , That in His Majesty's seas, His Majesty's ships are in no wise to strike to any; and that in other Parts, no ship of His Majesty's is to strike her Flag or Topsail to any Foreigner, unless such Foreign ship shall have first struck, or at the same Time strike her Flag or Top-sail to His Majesty's ship. 
"
rn-1790-00234," XII. The Flag Officers and Commanders of His Majesty's ships are to be careful to maintain His Majesty's Honour upon all occasions, giving Protection to His subjects, and endeavouring, what in them lies, to secure and encourage them in their lawful Commerce ; and they are not to injure, in any Manner, the subjects of His Majesty's Friends and Allies.
"
rn-1790-00235," XIII. If a Foreign Admiral meets with any of His Majesty's ships, and salutes them, he shall receive Gun for Gun. If he be a Vice - Admiral, the Admiral shall answer with Two Guns less. If a Rear- Admiral, the Admiral and Vice- Admiral shall return Two less. But if the ship be commanded by a Captain only, the Flag- Officers shall give Two Guns less , and Captains an equal Number.
"
rn-1790-00236," XIV. When any of His Majesty's ships come to an Anchor in a Foreign Port or Road, within Cannon-shot of its Forts, the Captain may salute the Place with such a Number of Guns as have been customary, upon good Assurance of having the like Number returned, but not otherwise.
"
rn-1790-00237," XV. But if the ship bears a Flag, the Flag Officers shall first carefully inform himself how Flags of like Rank, belonging to other Crowned Heads, have given or returned salutes ; and to insist upon the same Terms of Respect.
"
