id,text,match_1,match_2,match_3,match_4,match_5,match_6,match_7,match_8,match_9,match_10
rn-1790-00284," v. if he has cause of complaint against any of the officers of the ship, with relation to the disposition of the stores under his charge, he is to  to the navy- board before the pay of the ship, in order to their doing right between them and his majesty before the said officers receive their pay.
",,,,,,,,,,
rn-1790-00285," vi. he is to be very careful not to sign any accounts, book, lists or tickets, before he has thoroughly informed himself of the truth of every particular contained in the same. 
",,,,,,,,,,
rn-1790-00286," vii. the master sail-maker is to be appointed by warrant from the navy-board, without which none are to be rated in that capacity on board his majesty's ships. 
",,,,,,,,,,
rn-1790-00287," viii. he is, together with his mate and crew, to examine carefully all sails that are brought on board, before they are bent, or put into the store- room, and also constantly to attend all surveys and conversions of sail. 
",,,,,,,,,,
rn-1790-00288," ix. he is to take all opportunities to inspect into the condition of the sails, and timely to repair and keep them fit for service.
","usn-1775-00026 (0.052): the captain is frequently to order the proper officers to inspect into the condition of the provisions, and if the bread proves damp, to have it aired upon the quarter deck or poop, and also examine the flesh casks, and if any of the pickle be leaked out, to have new made and put in, and the casks made tight and secure.
",,,,,,,,,
rn-1790-00289," x. he is to see that the sails be perfectly dry when put into the store- room, or to apply soon for their being taken up and aired again ; and frequently to examine and remove them in the store- room, and see that they are there secured from drips, damps, and vermin, as much as possible. 
",,,,,,,,,,
rn-1790-00290," xi. when any sails are to be returned into store, he is to attend the delivery of them, to prevent their receiving damage in their passage. 
",,,,,,,,,,
rn-1790-00291," the gunner ; armourer; and gunsmith. 
",,,,,,,,,,
rn-1790-00292," article i. when any of his majesty's ships are ordered to be fitted out for sea, the gunner is to apply to the storekeeper of his majesty's ordnance, and receive from him by indenture the ordnance, ammunition, small arms, and other stores allowed for the voyage, and to see that the same be timely brought on board ; and if any part thereof be not good, or not conformable to the establishment, he is to  to the captain, in order to its being surveyed and returned.
",,,,,,,,,,
rn-1790-00293," ii.  the powder- rooms, and see that they be well secured, clean, and in right order, before the powder is brought into the ship..
",,,,,,,,,,
rn-1790-00294," iii. ships which fit out at plymouth, portsmouth, or sheerness, are to take in their powder at some of the outermost moorings ; if at chatham, at blackstakes ; and if in the river of thames, at galleons, or long-reach.
",,,,,,,,,,
rn-1790-00295," iv. in the stowage of the powder, the gunner is to take care, that the powder in copper-hooped barrels be lodged in the ground tier, and last expended, and when the whole quantity is laid in, he is to see the doors of the powder rooms fast locked, the skuttles well shut and covered, and to deliver the keys to the captain.
",,,,,,,,,,
rn-1790-00296," v. he is to give timely notice to the captain, upon all occasions of bringing powder on board, and not to remove any out of the ship, or from one part of her to another, or fill cartridges, or prepare fuzees, fireworks, &c. without the captain's direction, that he may give orders for extinguishing the fire and candles, and posting centinels at all proper places, to prevent accidents ; and the decks are immediately after to be thoroughly swabbed, and cleaned of the loose powder that may have fallen. 
",,,,,,,,,,
rn-1790-00297," vi. he is never to go or send any one into the powder-rooms, but by leave from the captain ; and to take care that nobody enters with such things about him, as may strike fire in falling. 
",,,,,,,,,,
rn-1790-00298," vii. it being found by experience, that parchment cartidges filled will not last above three weeks, especially in a hot country, he is to keep but three rounds thereof filled at a time, paper being found more durable, as well as less expensive. 
",,,,,,,,,,
rn-1790-00299," viii. he may receive an additional proportion of match, parchment and paper cartridges, oil, &c. if the ship is ordered to any station in america, more than the full established allowance, in order to prevent, as much as possible, the buying those species at extravagant prices in the country ; all which will be packed up in whole or half powder barrels. he is to stow them in the store room, and they are not to be used until the ship's first established proportions is all expended.
",,,,,,,,,,
rn-1790-00300," ix. when any of the parchment cartridges, or other perishable stores, shall become unfit for service, he is to apply to the captain to have them condemned by a regular survey; and if the ship is near any port in england, he is not to throw them over- board, but return them into the stores.
",,,,,,,,,,
rn-1790-00301," x. he is not, on any pretence, to stave or any ways convert empty powder- barrels, but to preserve them, in order to shift such as may be decayed.
",,,,,,,,,,
rn-1790-00302," xi. he is to allow, by the direction of his captain, once a week for the first two months, and once a month afterwards, six charges of powder to each man in every exercise of the small arms, and four pounds of powder and of musquet- shot for them all once a fortnight ; and also five charges of powder and five of shot once a month, for the exercise of the upper deck guns.
",,,,,,,,,,
rn-1790-00303," xii. as to the proportion of powder to be spent on the occasion of service or scaling, he is to observe the regulation set down in a table, ( page 174. ) 
",,,,,,,,,,
rn-1790-00304," xiii. after firing five or six rounds on warm service, he is to reduce the allowance of powder proportionably, until the same is lessened to one third of the weight of the shot. and he is not to wet a gun with a swab, when it grows warm with frequent firing, this practice having been the occasion of splitting several, by checking the metal with cold water.
",,,,,,,,,,
rn-1790-00305," xiv. when the guns are received on board, either upon first setting out, or after refitting, he is to take particular care that they be all put into their proper carriages to which they are numbered, and place n° 1 , the foremost gun on the larboard side, on each deck, and the highest number the aforemost gun on the starboard side ; by observing which rule, all the guns will fit their carriages, and stand a proper height from the sill of the ports. n. b. the guns of every ship have a number engraved on them over the trunnion, and have their proper carriages marked with the same number on the bracket, under or near to the trunnion. the guns and carriages for the larboard side of each deck are numbered and marked on the larboard side, and those of the starboard side are numbered and marked on the starboard side.
",,,,,,,,,,
rn-1790-00306," xv. he is to scale the guns no oftner than the ship is refitted , unless upon extraordinary occasions and with the captain's orders. and when they are loaded for service, he is to see them well tampoined, and sidded at the vents with ocham.
",,,,,,,,,,
rn-1790-00307," xvi. when there is an  for striking good guns into the hold, and the captain has signified his orders so to do, he is to pay the guns all over with a coat of warm tar and tallow mixt together, and place a good full wad, dipped in the same, a foot within the muzzle, and a tampion well fixed therein ; also a cork, as well as ocham, put into the vent, to prevent their receiving damage.
",,,,,,,,,,
rn-1790-00308," xvii.  that all the stores committed to his charge be kept clean, and secured from embezzlement or damage. no waste of stores, that are not perishable, will be allowed on his accounts, beyond reasonable wear, such accidents accepted, as shall be vouched under the hands of the captain.
",,,,,,,,,,
rn-1790-00309," xviii. he is to keep his book of expences according to the method prescribed in page ( 175.) and to be particularly careful, that the quantity of stores which shall be daily or monthly expended, be not expressed in figures, but in words at length.
",,,,,,,,,,
rn-1790-00310," xix.  that the boxes containing the grape-shot and hand-granades, be kept in a dry place, to prevent their being damaged ; and for his information, the numbers and sorts of shots used in the grapes, according to the different natures of guns, are set down in a table, page ( 176. ) 
",,,,,,,,,,
rn-1790-00311," xx. he is to take notice, that there will be placed on all cannons for sea service, notches or sights on the base and second reinforced or muzzle rings for horizontal and vertical directions, for the better guiding the aim ; and the notches are to be marked with white lead.
",,,,,,,,,,
rn-1790-00312," xxi. it appearing by experience, that firing double round shot, round and double-headed shot, or round and grape - shot together, is dangerous, and more to the detriment than good of the service,  to prevent that practice in time of action, and to see that the guns are not loaded with such mixtures, unless it be by the captain's order, nor to suffer any iron crows to be put into them, since it is experienced that they can do little or no execution by themselves, and being put after a round shot, do greatly endanger the splitting of the gun.
",,,,,,,,,,
rn-1790-00313," xxii. he is never to start the hand granades, but return such as shall remain at the , fixed in their boxes, in the same manner that he received them.
",,,,,,,,,,
rn-1790-00314," xxiii. when there is occasion to cut up any cordage into breachings, tackles, muzzled lashings, port cordage. ropes, or portacle falls, after receiving the captain's orders for it,  to conform to the lengths set down in the table, page ( 177, 178. ) and at the same time that he discharges himself of the cordage expended, to charge himself with the breaching, tackles, &c. into which it shall be converted. the like method is to be used in the conversion of any other stores. as to the rope spunges, they are to be made out of old breachings of the same natures of guns.
",,,,,,,,,,
rn-1790-00315," xxiv. when the ship is in want of a supply of stores, he is to draw out an account of the expence which has been made, with the occasion thereof, and an inventory of what remains, and present the same to the captain, who is to audit the said account, and (if it be just) to send the same, certified by himself, to the board of ordnance, in order to their directing a new proportion of supplies.
",,,,,,,,,,
rn-1790-00316," xxv. he is to make an abstract of his accounts of receipts, issues, and remains, half-yearly, according to the specimen in page ( 179.) viz. at midsummer and christmas, and to deliver the same signed to the captain, who is to audit the said accounts, and to send them up certified (as is above directed) to the office of ordnance.
",,,,,,,,,,
rn-1790-00317," xxvi. he is to keep good order in the gun- room, and suffer none to lie there, but such as have a right thereto by their places, or whom the captain shall direct. he is to cause a careful man of his crew to watch there every night with a candle in a lanthorn.
",,,,,,,,,,
rn-1790-00318," xxvii. he is not to burn any match in the day- time, except in a flag-ship, or one that commands in chief; nor more than two lengths in the night at once, which are always to be kept hanging over tubs of water; but he is to keep a sufficient quantity armed against any surprize.
",,,,,,,,,,
rn-1790-00319," xxviii. after an engagement, he must apply to the captain, who is to order his chief officers, if the ship is alone, (but if in company with other men of war, the commander in chief is to appoint the proper officers) to survey the remains of powder, as well laden, as in barrels or cartridges, and to affirm the said survey under their hands, that the expence, during the fight, may be known.
",,,,,,,,,,
rn-1790-00320," xxix. when any detachment of seamen shall be sent from the ship on service, he is to draw out an inventory of the arms and utensils they are to carry with them, and get the same signed by the officer appointed to command the said detachment, and witnessed by the captain's clerk, who is to be present at the furnishing thereof. and when the said detachment returns on board, he, with the captain's clerk, is to examine and see if any of the said arms or utensils are missing, and to  to the captain, who is to examine the officer that commands, and if he cannot give a good account how they came to be lost, the expence is to be noted against his name on the ship's books, and an account thereof sent to the ordnance- office.
",,,,,,,,,,
rn-1790-00321," xxx. when the ship comes into port to be refitted or laid up, he is to apply timely to the officer of the ordnance at the port to have her cleared of her powder, guns, and other ordnance stores, that nothing may remain on board when the ship is taken into the charge of the officers of the yard.
",,,,,,,,,,
rn-1790-00322," xxxi. on return of the stores out of the ship, he is to see that the carriages and other stores be not heedlessly flung down by the seamen into the vessels appointed to receive them, but lowered carefully ; and when he shall find it otherwise done, to acquaint the captain: and he, together with the armourer, is to attend the storekeeper and other officers belonging to the ordnance, when his stores, so returned , are surveyed on shore, and he ( the gunner) to sign the remains.
",,,,,,,,,,
rn-1790-00323," xxxii. at the , he is to deliver his accounts into the office of ordnance, audited and vouched by the captain ; and he is not to receive his wages without a certificate from that board, that he hath faithfully discharged his trust. 
",,,,,,,,,,
rn-1790-00324," xxxiii. if he has cause of complaint against any of the officers of the ship, with relation to the disposition of the stores under his charge, he is to  both to the navy and ordnance boards, before the pay of the ship, in order to their doing right between them and his majesty before the said officers receive their pay.
",,,,,,,,,,
rn-1790-00325," xxxiv. no person shall be warranted as gunner of any of his majesty's ships, or, if made abroad, have his warrant confirmed, before he has passed an examination through the several parts of gunnery, touching his qualifications to serve as a gunner in his majesty's navy, before a mathematical master, and three able gunners of the navy, chosen by the commissioner of the navy residing at the port, and produces a certificate from them, that he is fitly qualified to serve in that station.
",,,,,,,,,,
rn-1790-00326," xxxv. the armourer and gunsmith are to be appointed by warrant from the board of ordnance, without which none are to be entertained in that quality on board his majesty's ships.
",,,,,,,,,,
rn-1790-00327," xxxvi. they are to be assisting to the gunner in the survey and receipt of the small arms, which are to be packed up in chests for the better preservation in their carriage to and from the ship.
",,,,,,,,,,
rn-1790-00328," xxxvii. their station is to be in the gun - room, where they are to observe the gunner's orders ; they are particularly to be diligent in keeping the small arms clean within as well as without, by frequent oiling them; but not to take them too often to pieces, which destroys the locks, screws, and other parts.
",,,,,,,,,,
rn-1790-00329," xxxviii. the gunner is to receive from the office of ordnance the tools mentioned in the table, page ( 180. ) which are to be delivered out for the use of the armourer. and the gunner is to account for the said tools at the , in the same manner that he does for the other stores under his charge.
",,,,,,,,,,
rn-1790-00330," xxxix. when the ship is in foreign parts, and the small arms want such cleaning or repairs as cannot be performed abroad, the captain is first to cause the same to be carefully surveyed by some of his commission and warrant officers, and, upon their report of the defects, may order them ashore, to be repaired by the workmen, of the country ; but the armourer or gunsmith is to be present while those repairs are performing, to see the same well executed, and the abuses they are liable to, in the hands of the country workmen, prevented
",,,,,,,,,,
rn-1790-00331," xl. when the small arms are to be returned into store, the armourer and gunsmith are to take care that they be all clean and in good order ; and they are to take notice, that their wages will not be paid, but upon certificate from the respective officers of the ordnance, at the port where the arms are returned, that they have well discharged their duty.  
",,,,,,,,,,
rn-1790-00332," the carpenter. article i. the carpenter is to take upon himself the care and preservation of the ship's hull, masts, yards, bulkheads, and cabins, &c. and to receive into his charge the sea-stores committed to him by indenture from the surveyor of the navy.
",,,,,,,,,,
rn-1790-00333," ii. at sea,  daily all the parts of the ship, and see if the ports are well secured, and decks and sides be well caulked, and whether any thing gives way; and if the pumps are in good order ; and from time to time to inspect into the condition of the masts and yards, and to make a report of every thing to the captain.
",,,,,,,,,,
rn-1790-00334,"iii. in an engagement he is frequently to pass up and down the hold with his crew, and to be watchful against all leaks from shot under water, having shot-boards and plugs of wood ready, and whatever else is necessary to stop them, and likewise to fish, or otherwise secure, the masts and yards.
",,,,,,,,,,
rn-1790-00335,"iv. as often as the ship comes into port, he is to draw up in writing an exact and particular account of the condition of her hull, masts, and yards, and what works are wanting to be done to her, and to present the same signed to the captain, and also to the master shipwright of the yard, when she is to be refitted.
",,,,,,,,,,
rn-1790-00336," v. he is not to lend any of the stores under his charge, without an order in writing from the captain, nor to expend any without his direction, and to be very frugal in the doing thereof ; and at the , he is to deliver just accounts thereof to the surveyor of the navy, audited and vouched by the captain and master, with an account of all stores that he hath been supplied with, either from the yards, other ships, or that have been bought by the captain ; and of all stores that he has lent ; and of all that are any way wafted, embezzled or mifapplied ; and of all lost or destroyed, either through carelessness or any unavoidable accident, with the particular circumstances thereof, and of the persons names concerned therein ; and of such as have been returned to any of the yards, with proper receipts for the same, without which they will not be allowed ; and he is not to receive his wages until the said accounts are passed.
",,,,,,,,,,
rn-1790-00337," vi. if he has cause of complaint against any of the officers of the ship, with relation to the disposition of the stores under his charge, he is to  to the navy board, before the pay of the ship, in order to their doing right between them and his majesty before the said officers receive their pay. 
",,,,,,,,,,
rn-1790-00338," the purser. article i. the purser, being the officer who is entrusted with the keeping and distributing the provisions out to the ship's company, is to observe the following instructions. 
",,,,,,,,,,
rn-1790-00339," ii. when the ship, whereof he is purser, is put into commission, and ordered to be fitted out for the sea, he is every three days, or as frequently as may be, to procure warrants signed by the chief officer on board and the clerk of the cheque, for the number of men mustered, during the time that the ship shall continue in extra petty warrant; which warrant he is to deliver to the agent for victualling, and to see that the ship be duly supplied ; and  that no part of not to spend the sea provisions be expended, while the ship is in seaprovi extra petty warrant ; nor petty warrant provisions in warrant. sea victualling.
",,,,,,,,,,
rn-1790-00340," iii. he is not to enter any man's name on his books, nor supply him with provisions, but by note in writing from the clerk of the cheque, or the commanding officer on board, which he must produce as a voucher to the proper officer, for passing his accounts. 
",,,,,,,,,,
rn-1790-00341," iv. he is to inform himself, from the captain, of the time the ship is ordered to be victualled for, and to take care that there be no failure on his part, in timely indenting for, and getting the full quantity of provisions, water, cask, necessaries, &c. on board. 
",,,,,,,,,,
rn-1790-00342," v.  that all the provisions be sweet and good, and that the cask be found, otherwise to object against their being received into the ship without a survey; he is particularly to note down in writing the marks of the cask, and of the other provisions which come on board, that if any should prove defective afterwards, he may be able to testify where and when the same was received.
",,,,,,,,,,
rn-1790-00343," vi. if the ship cannot contain all her provisions, he is to bring a certificate, under the hands of the commander and master, to the commissioners of the victualling or their agent, specifying the quantity of each species received short of the proportion ordered, and the incapacity of the ship to receive any more, to the end that the remainder may be put on board other ships, or made good to him by credit, bills or foreign coin ; in which case, notice will be given by the commissioners of the victualling to the captain, who is to see that the bills or money be brought on board by the purser, and duly applied.
",,,,,,,,,,
rn-1790-00344," vii. he is to procure certificates, under the hands of the commander, master, and boatswain, of the quantity of provisions received into the ship, which he must produce to the commissioners of the victualling, or to their officer ; without which he will not be allowed to indent for the said provisions.
",,,,,,,,,,
rn-1790-00345," viii. he shall not discount any part of the provisions due on credits upon his indents, for money; nor be furnished with fresh proportions of necessary money, before he is intitled thereto.
",,,,,,,,,,
rn-1790-00346," ix. he is to provide the ship sufficiently with coals, wood, turnery-ware, candles, lanthorns, and other necessaries, to enable him to do which, his majesty allows twelve- pence a man a month whilst the ship is in extra petty- warrant, and fourteen-pence in sea-victualling, unless the complement be sixty men, or under ; in which case he shall have seventeen- pence a man a month during the time of sea- victualling. there is likewise allowed him four- pence a ton for drawage of beer, and two shillings a month loading charges ; and if the ship bears more than sixty men, ten groats a month adz-money ; all which will be immediately paid him, after signing his indent.
",,,,,,,,,,
rn-1790-00347," x. he is to be very careful in looking into the good order, stowage, and preservation of the provisions ; and to issue out first such part thereof as he shall perceive to be most liable to decay, or which have the marks of old provisions, before he spends upon the new.
",,,,,,,,,,
rn-1790-00348," xi. in case any of the provisions prove defective and unfit for use, he is to acquaint the captain who shall immediately procure a warrant from the commander in chief, or give one himself (in case no other ship be in company) directed to three (or more) warrant officers to survey the same, who, after due inspection made, are to draw out a report of the condition of the said provisions upon the back of the warrant, according to the form in page ( 181. )
",,,,,,,,,,
rn-1790-00349," xii. no officer of the ship shall be employed in the survey, if any other ships be in company. and if the ship be alone, in a port where there are naval officers, then the captain is to apply to have a naval officer joined in the survey. 
",,,,,,,,,,
rn-1790-00350," xiii. if the ship, at the time of the survey, is at or near any victualling port, he is not to suffer any of the condemned provisions to be thrown over-board, except cheese, but to return the same to the agent of the victualling. the like he is to do if the ship be at sea, and an agent with victualling vessels be in company. but if there be no agent, or he shall refuse to receive the condemned provisions, ( the reason whereof he is to certify under his hand) and the surveyors shall give their opinion, that the same are not fit to be kept on board ( the reasons whereof they are likewise to certify under their hands) he is then, being directed thereto by a warrant from the commander in chief, (or from his own captain, if the ship be alone,) to cause the said provisions to be flung over- board, (beer- cask being first filled up ) taking the certificate of the surveyors, of the quantity so thrown away; which is to be written in words at length, at the foot of the said warrant ; and either himself, or his steward, is to make oath to the truth of the same, the first opportunity they shall have of doing it ; as also when, where, and from whom, the said provisions were received.
",,,,,,,,,,
rn-1790-00351," xiv. in case any provisions shall be cast by survey, after the time for which they were put on board to serve, he is to expect no allowance on such surveys, without producing a very satisfactory certificate from the captain and officers of the ship, why the said provisions were not sooner expended.
",,,,,,,,,,
rn-1790-00352," xv. condemned butter is never to be flung over-board, but to be returned into his majesty's stores, unless the boatswain shall want any for the ship's use ; in which case he may be supplied with what is necessary, and shall be charged therewith.
",,,,,,,,,,
rn-1790-00353," xvi. if any cask of beer shall have leaked out a quantity, he is to apply to the captain for a warrant, directed to the master, and two or more other officers of the ship, ( the mate, in this case, to be esteemed an officer) for their surveying the same ; who are to report under their hands, on the back of the said warrant, the quantity leaked out, in words at length, according to the form in page ( 182. ) and to be very particular in giving the reasons and occasion of the leakage. the cooper is likewise to make oath to the truth of the said leakage, and that no beer was drawn or pumped out of any of the said casks, with his knowledge, before the time of survey. 
",,,,,,,,,,
rn-1790-00354," xvii. he is never to expect any allowance for leakage of of wine, oil, wine, oil, brandy, rum, or arrack, but to see that the casks be sound and full at their coming on board, and to be answerable for the care of them afterwards, there being proper conveniencies made in the hold for securing the said liquors from any abuses, which are not to be employed to any other use whatsoever.
",,,,,,,,,,
rn-1790-00355," xviii. he is to procure duplicates of all orders, reports, duplicates of certificates, &c. relating to surveys, attested under the hands of the surveyors, and to transmit the same by the first opportunity, to the commissioners of the victualling, reserving the originals in his own hands for the passing his accounts.
",,,,,,,,,,
rn-1790-00356," xix. if any species of provisions fall short, and the want thereof is supplied to the men out of another species, , when the ship receives a supply, to issue out the like quantity of the species that was wanting, and for the same number of days, instead of the other species that was before issued in lieu thereof, that his majesty may not be put to an extraordinary charge on that account.
",,,,,,,,,,
rn-1790-00357," xx. if any cask of beef, or pork, shall fall short of the contents marked on the head, he must apply to the captain for his warrant to the master, and to one or more of the mates, who shall survey the same, and report under their hands according to the form in page ( 183.) and either himself, or his steward, is to make oath, at the foot of the survey, to the truth thereof; and that no part of what is wanting has been embezzled, to the best of their knowledge or belief. and it is further expected, that, with that account, there be produced an exact account kept of the number of pieces of beef and pork in all the cask that shall be expended after such a discovery, and a true balance thereof delivered to the commissioners of the victualling.
",,,,,,,,,,
rn-1790-00358," xxi. he is not to sell or make any undue use of the provisions or stores under his charge. and the better to discourage pursers from selling his majesty's provisions in dear years, knowing they are not to pay more, when debtors on the balance of their accounts than the settled prices ; it is hereby ordered, that in those years, where the price of any species shall exceed the sum usually charged on pursers in debt, the purser shall be obliged to pay the full value his majefly gave for the provisions.
",,,,,,,,,,
rn-1790-00359," xxii. he is not to purchase any provisions in places where there is no agent or contractor, or when there is a likelihood of coming in their way ; but, in case the ship is in want of provisions in foreign parts, where there is no agent or contractor, he shall apply to the captain, who is to cause the remains to be surveyed by his officers ; and, upon their certifying what is absolutely necessary to be supplied, and the reason of the deficiency, shall give his warrant to the purser to procure the same, which he is to do with the best frugality, taking take that the said provisions be good and wholesome. the receipts of payment for the provisions are to be witnessed by two commission or warrant officers, and to express the quantity and prices of each species ; and he is to procure a certificate from the governor or consul, where there are any, or else from two or three of the most eminent merchants upon the place, that the said bargains were according to the market price.
",,,,,,,,,,
rn-1790-00360," xxiii. he is to take notice that there will not be allowed on his accounts any charge for storehouse room, or commission. and as to sloops or boats, they are never to be hired but upon an indispensible necessity, and his commander's orders ; and he is to produce a certifiicate from the signing officers, specifying the occasion of their being hired, and that they were not employed longer than was absolutely necessary.
",,,,,,,,,,
rn-1790-00361," xxiv. if it shall be necessary for the purser, to draw bills of exchange upon the commissioners of the victualling, either for monies taken up abroad to purchase provisions, or for the payment of provisions supplied by merchants, the money is to be taken up by publication ; and the captain is to attest the bills, that they are drawn upon account of the necessary victualling of the ship, and by his order ; and the purser is to procure certificates from the governor, consul, or merchants as aforesaid, of the currency of the exchange at that time, which he is to transmit home with the bills ; and at the same time, or as soon after as possible, to send to the victualling office a distinct account how the said money has been laid out, with a certificate from the commander, master, and boatswain, that the provisions charged therein to have been bought, were received on board.
",,,,,,,,,,
rn-1790-00362," xxv. when he returns home, he is to deliver into the victualling-office an account current of all his disbursements in foreign parts for the service of the ship, setting forth the quantity and price of every species of provisions bought, together with the particular charge attending the same, reduced into english money, with his affidavit at the foot of the account, that the several sums therein mentioned were actually paid as against each article expressed, without any profit to himself, or to any person on his account, by exchange or otherwise ; and that the quantity of provisions charged therein , was the full quantity english weight and measure, and was all received on board in kind ; and that he has not procured provisions of any sort, (except what hath been saved of the ship's company out of their daily allowance) at the same time and place, on his own account.
",,,,,,,,,,
rn-1790-00363," xxvi. if the ship shall happen to be at any place abroad, where water cannot be had without money, he is, upon a warrant from the captain to purchase what is necessary, taking receipts witnessed by two commission or warrant officers, and a certificate from the captain of the quantity brought on board..
",,,,,,,,,,
rn-1790-00364," xxvii. if the cask shall prove defective in foreign parts, where there is no opportunity of returning them into stores, and receiving better, the purser shall employ his cooper to repair and new trim the said cask, without any charge to his majesty for workmanship. he shall keep a distinct account of the waste of staves or iron hoops, in making the remainder serviceable ; and himself or the cooper shall make oath to the truth thereof ; upon producing which, with the captain's certificate of the badnefs of the cask, the necessity of trimming the same, and the quantity so trimmed, it will be allowed him on his accounts.
",,,,,,,,,,
rn-1790-00365," xxviii. he is not to suffer any cask to be expended, or cut for extra service, without an order from the captain, in writing, who is to give him likewise a certificate, expressing the quantity expended, when, and for what service. but he is to take notice, that no cask used for washing- tubs, steep- tubs, or by the cook, will be allowed as an extra expence, they being to be included in the ordinary allowance for waste ; and all casks made use of in the tops, or on the quarters, that are not cut, are not to be looked upon as expended, nor the iron hoops on the casks that are cut to stand between the guns. any
",,,,,,,,,,
rn-1790-00366," xxix. if loss happens in the provisions or stores, by provisions or action with the enemy, or other unavoidable accident, he is to procure a certificate from the captain of what was so lost, with the occasion of it ; and himself, or some other who was present, is to make oath, that it did not happen through any neglect or default, nor that any part of what was so lost could possibly be saved. 
",,,,,,,,,,
rn-1790-00367," xxx. he is to keep an exact muster book of the time of entry, discharge, desertion, death, attendance and absence of every person belonging to the ship, and to set off against their names, the slop cloaths, dead mens cloaths, beds and tobacco, they have been supplied with, that so he may be able to vouch the ticket made out by the captain for any man's wages of the ship. he is carefully to note down on the front of the said book, the times of beginning and ending petty warrant or sea victualling, as also short allowance, and the nature and quality of the said. allowance, and what money has been paid on that account.
",,,,,,,,,,
rn-1790-00368," xxxi. it is allowed to him, at such times as the captain shall appoint, and in some publick place upon deck, issue out to such seamen as do smoak, and shall desire it, cut and dried sweet scented tobacco, not exceeding two pounds per month to cach man, at the rate settled by the navy- board.
",,,,,,,,,,
rn-1790-00369," xxxii. he is not to victual any supernumeraries, but by warrant in writing from the captain ; and if the same done in pursuance of orders the captain has received, without he is to procure from him an attested copy of the said orders, as well as his own warrant. he is to draw out on the back of the said warrant, a list of their names, according to the form in page ( 184. ) and to procure the captains certificate, at the foot of the said list, of the truth thereof.
",,,,,,,,,,
rn-1790-00370," xxxiii. when he victuals any other ship's men, by his captain's order, he is to demand repayment for the same, from the purser of that ship, (unless they are chequed there out of victuals) and, in case of refusal, to send, by the first opportunity, a perfect list of the said mens names, and time of victualling, certified by the captain, to the victualling- office.
",,,,,,,,,,
rn-1790-00371," xxxiv. he is not to spare any provisions or stores to any other ship, but by his captain's warrant in writing, upon the back of which he is to take the purser's or steward's receipt, mentioning the quantity of each sort in words at length, with the time when, and place where ; and he is, by the first opportunity, to send a copy of the said receipt to the commissioners of the victualling.
",,,,,,,,,,
rn-1790-00372," xxxv. he is to keep a book of all men sent sick out of the ship, mentioning in proper columns their number on the ship's book, names, when and where sent, when returned or discharged, and number of days absent, which is to be delivered into the office of the comptroller of the navy, according to the form in page ( 185. ) he is likewise to keep a perfect slop book, book of dead men's cloaths, and a tobacco book, which he is to deliver into the respective office before the pay of the ship, according to the forms in pages ( 170, 171.)
",,,,,,,,,,
rn-1790-00373," xxxvi. when any ship returns from her voyage into port to be laid up, upon the purser's sending notice to the victualling office, there will be immediately sent off vessels or lighters to bring away the remainder of the ship's provisions, together with the cask, iron-hoops, and biscuit bags ; and the purser is to send,  with the said provisions, his steward, or some careful person, to see the safe delivery of them to the agent, or other officer appointed to receive them. 
",,,,,,,,,,
rn-1790-00374," xxxvii. for preventing any disputes touching the number of staves of which each sort of cask shall be reputed to consist, when returned, it is to be observed, that each butt returned, if shaken, shall consist of no less than twenty-six staves ; every puncheon of twenty-two ; every hogshead of twenty ; and every barrel of seventeen staves, heading included, whereof two pieces are to be reckoned a stave ; always accounting each stave about forty-four inches long, for a butt stave ; from forty-four to thirty- eight inches, for a puncheon stave ; from thirty eight to thirty-two inches, for a hogshead stave ; and from thirty-two to twenty-eight inches to be reckoned a barrel stave.
",,,,,,,,,,
rn-1790-00375," xxxviii. no receipts shall be given for provisions returned into store, until a regular survey be taken thereof, nor any allowance, for such as is defective, made to the purser, until he has made affidavit that the same provisions were received out of his majesty's stores, or from persons under contract with the victualling-office, (expressing the time when and place where received) and that there was no neglect on his part in the timely issuing thereof. the like oath is to be made by him, that all the cask, staves, iron hoops, and biscuit bags, returned to the office, were received out of his majesty's stores, or from contractors, as aforesaid. as to provisions which are furnished under warranty, such as beer, butter and cheese, the purser shall receive no allowance for them, if they are cast by survey after the time of warranty; not for any species of provisions returned into the stores, that are not actually expressed in their proper denomination in the indents or receipts given when furnished.
",,,,,,,,,,
rn-1790-00376," xxxix. he is to deliver in his books and papers so timely that his victualling account may be passed within six months after the ship's being paid off at farthest ; and when he delivers in the said account he is to produce his affidavit , that the particular quantities of every individual species of provisions therein mentioned, were actually delivered on board the ship in kind, and that he did not receive any money or other consideration in lieu of any part thereof, nor was supplied with any more provisions or stores, on the publick account, than what is there charged. 
",,,,,,,,,,
rn-1790-00377," xl. if he has cause of complaint against any of the officers of the ship, with relation to the disposition of the provisions or stores under his charge, he is to  to the navy- board before the pay of the ship, in order to their doing right between them and his majesty before the said officers receive their pay. 
",,,,,,,,,,
rn-1790-00378," xli. he is to be very careful not to sign any accounts, books, lists, or tickets before he has thoroughly informed himself of the truth of every particular contained in the same.  
",,,,,,,,,,
